D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,D13,D14,D15,D16,D17,D18,D19,D20,Datetime
0.3435220699313268,-0.6917786329427288,0.8576583650702133,-0.9700271908155086,0.8576583650702131,-0.6917786329427309,0.34352206993132167,-0.020027190815508106,-0.38357645156233966,0.6517242513117144,-0.8977127467012306,0.9299728091844914,-0.89771274670123,0.6517242513117039,-0.3835764515623508,-0.020027190815509504,0.34352206993133544,-0.6917786329427223,0.8576583650702136,-0.9700271908155086,2000-01-01
0.33429566560805557,-0.6790525503601901,0.8459794935657587,-0.9698871403705223,0.8738473059820331,-0.7307524664613029,0.40234070364935826,-0.09515569688328465,-0.30530156908828443,0.5820540640136338,-0.8540079217195181,0.9227954781653444,-0.9374395446378053,0.7368350651422348,-0.5090171629253919,0.1279931858463772,0.19207408952374685,-0.563818118158076,0.7744200097011606,-0.9523655723249073,2000-01-02
0.32606257897655067,-0.6650451041649381,0.8345764739409685,-0.967255862955114,0.8889089230369546,-0.766235480245349,0.46019010880043393,-0.16879713769685525,-0.2237780913204425,0.5076073254599893,-0.7995657672578842,0.9035670284691513,-0.9612252693300389,0.8086868108105046,-0.6228580158640923,0.27338174874754567,0.03574286755999583,-0.41791114656920275,0.6646265209591493,-0.8978699517943733,2000-01-03
0.31879907190389045,-0.6497861003282253,0.823435000835004,-0.9621613184196864,0.902783406222309,-0.7981276556617418,0.5167746647917546,-0.240519379975607,-0.13966323751773557,0.4290806156722051,-0.7350400921762937,0.8725354848138566,-0.9687005028238674,0.8659079037083527,-0.7226498533996973,0.4125446904400469,-0.12113962420311934,-0.25861328247692955,0.5320775364076933,-0.8086424159999406,2000-01-04
0.31244113700667353,-0.633345713130623,0.8125011395022125,-0.9546739907823281,0.9153759491661209,-0.8263782233533308,0.5717691846273836,-0.3099362118731346,-0.05366689218807017,0.34717919352990634,-0.6612307754732522,0.8300861307620085,-0.9597851013241288,0.9073813571608391,-0.8062661989043561,0.5420259224608833,-0.2742384945887335,-0.09090620815841641,0.38135668344363544,-0.6881215093441929,2000-01-05
0.3068871748045926,-0.6158318058734844,0.8016839935822423,-0.9449042023010886,0.926559498548522,-0.8509833870489517,0.6248228211866407,-0.3767074466648394,0.03345610469301008,0.2626122574737425,-0.5790725251858508,0.7767379457694087,-0.9346878764528399,0.9322673044205665,-0.8719480143852779,0.6585932562091803,-0.4193355246767554,0.07995809739502685,0.2176729849901225,-0.5409499072866776,2000-01-06
0.3020021741010765,-0.5973857483268803,0.7908598755479405,-0.9329979208603294,0.9361789938560512,-0.8719825116163574,0.6755644203852239,-0.4405374712350877,0.12091522811531992,0.17608930943281303,-0.4896210011916399,0.7131391708375083,-0.8939006845034092,0.940021087946154,-0.9183398154281215,0.7593196481736442,-0.5524450586987386,0.2486219308892564,0.04668076698615007,-0.372795757229418,2000-01-07
0.29762322546771286,-0.5781769010381089,0.7798778097164212,-0.9191312308131796,0.9440569272127012,-0.8894529442030708,0.7236091455599107,-0.5011723926623453,0.20789488928333674,0.08831752713090038,-0.39403658501255356,0.6400619520741012,-0.838187121959904,0.9304064835031911,-0.9445164406487463,0.8416574417967184,-0.6699230274857856,0.4097900224574172,-0.12571570938738796,-0.19013456209759222,2000-01-08
0.2935661446562011,-0.5583959896778604,0.7685661446562049,-0.903503690480405,0.9499999999999966,-0.9035036904803906,0.7685661446561812,-0.5583959896778224,0.29356614465615,4.362338498374677e-14,-0.29356614465624625,0.5583959896778917,-0.7685661446562434,0.9035036904804087,-0.9500000000000034,0.9035036904803693,-0.7685661446561526,0.5583959896777667,-0.2935661446561249,-9.743428797482622e-14,2000-01-09
0.2896329387177008,-0.5382476366449878,0.7567400077798886,-0.8863308435551148,0.9538066089661672,-0.914268212170987,0.8100469880717561,-0.6120247203423914,0.37709918588056834,-0.08816535774177996,-0.1895231970027131,0.4691411049934125,-0.6862910365141391,0.8597117954208935,-0.9347667588953009,0.9432548491366203,-0.8456986020289716,0.6897618424389618,-0.4510795907172239,0.19028673148647451,2000-01-10
0.28561981431879024,-0.5179423504415853,0.7442093016216563,-0.8678361849586849,0.9552748612656355,-0.9218966454560167,0.8476745720579619,-0.6619020712001435,0.4576762709117064,-0.17548643498822267,-0.08326691238610302,0.37339863167394144,-0.5928242490284669,0.7997455026145136,-0.8992439480185783,0.9598493709270458,-0.8992439480185277,0.7997455026144169,-0.5928242490283323,0.37339863167378057,2000-01-11
0.2813254065171109,-0.49768829455608216,0.7307869200731653,-0.8482429029244591,0.954210796675924,-0.9265477612120159,0.8810921617169555,-0.7078925551106214,0.5345047361776908,-0.2612773311823058,0.023819565579606055,0.27236153958126547,-0.4898087122432201,0.7246260227288989,-0.8442967162579363,0.9527970357747731,-0.9277802506888561,0.8848716714706151,-0.7139147895326761,0.5422848335779032,2000-01-12
0.27655889792747124,-0.4776831659245173,0.7162968545195585,-0.827765727423316,0.9504364869387196,-0.928380996490824,0.909972239681992,-0.7498756741005262,0.606829722399938,-0.34485879019113347,0.13035099814052967,0.1673032123439373,-0.3790362801049911,0.6356661164693747,-0.771205661131821,0.9221941610360712,-0.9305771138730464,0.9424418949334084,-0.8101807361634585,0.6904419126827774,2000-01-13
0.2711477030836577,-0.4581065081656159,0.7005818646921994,-0.8066032101756893,0.9437976870783056,-0.92754888191448,0.9340248318424825,-0.7877401595928795,0.6739462529341211,-0.4255589034411592,0.23496164200898406,0.05956482151467452,-0.2624140166030442,0.5344494033090083,-0.6816355725437963,0.8687241945224778,-0.9076136172381607,0.970620326218954,-0.8783101205651145,0.8121641282308261,2000-01-14
0.26494441066884505,-0.43911276691768103,0.6835104069228073,-0.7849307436319637,0.9341707314500468,-0.9241901719242501,0.9530049997592552,-0.8213787854744861,0.7352103230238684,-0.5027143088641263,0.33632608308796885,-0.049458728436931644,-0.14192905343328038,0.4228041631650952,-0.5775962074511104,0.7936435571607035,-0.8595767755164655,0.9684924466116314,-0.9159634609169411,0.9027629683901077,2000-01-15
0.2578327064164857,-0.4208253644763327,0.6649825426130616,-0.7628945961790563,0.92146839743226,-0.9184239548302133,0.9667192199749124,-0.8506840203773223,0.7900486904149515,-0.575672084447029,0.43317887426707347,-0.15833427040685813,-0.019612755102763824,0.3027719789002148,-0.4613960714752649,0.6987529776356805,-0.7878406439919512,0.9360948544540144,-0.921854147886542,0.9587475518914185,2000-01-16
0.249732040654136,-0.40333202976156474,0.6449345909047104,-0.7406071996651996,0.9056445008767555,-0.9103449785743696,0.9750304120374863,-0.8755447454893586,0.8379671011273665,-0.6437924971361476,0.5243325814711037,-0.2656071996650942,0.10249508593236514,0.1765716867793303,-0.33559031575591675,0.586354934668967,-0.6944267223290999,0.8744151429700365,-0.8957924793868068,0.9779589449910184,2000-01-17
0.24060085501635725,-0.3866815690889135,0.6233423400892907,-0.7181438747859515,0.8866970380180643,-0.9000203777040632,0.977861428062137,-0.8958442148270018,0.8785567371510059,-0.7064527211437732,0.6086938966156817,-0.36981954110969323,0.22238133212458444,0.0465592173884852,-0.20292396135744156,0.4591981843034598,-0.5819468128838966,0.7853618306349349,-0.8386918399568808,0.9596532259338761,2000-01-18
0.23043824075887634,-0.37088220531350197,0.6002226902029828,-0.6955411219729813,0.864669746478027,-0.8874879292839087,0.9751968750225538,-0.9114593782183004,0.9114987333679082,-0.7630515863403015,0.6852775397653526,-0.46952909113299557,0.33809321593058206,-0.08481598223774568,-0.06627173796614472,0.3204106900033977,-0.4535299593621328,0.6717052536034657,-0.7525368260022631,0.9045301012328567,2000-01-19
0.21928396404316103,-0.3559015499787629,0.575633662189455,-0.6727965424946895,0.8396520209695246,-0.8727559026743156,0.9670832043674944,-0.9222616255772249,0.9365666767682288,-0.8130153596616495,0.753217743211303,-0.5633294103749983,0.44777010106030873,-0.21505715669501502,0.07142413208014245,0.1734225832576247,-0.3127355147473323,0.536991248234846,-0.640314429834505,0.8147059731567705,2000-01-20
0.2072168590089902,-0.34166820765319755,0.5496727744623083,-0.6498703890335931,0.8117771847811048,-0.8558045027920909,0.9536270694767405,-0.9281189469063422,0.9536270694767067,-0.8558045027920246,0.8117771847810087,-0.6498703890334658,0.5496727744621642,-0.3416682076530469,0.20721685900882533,0.021881053093830927,-0.1634547528218495,0.3854303138406824,-0.5059106682751255,0.6936324952210262,2000-01-21
0.19435165479586988,-0.32807494629536554,0.5224738530424113,-0.62668867966648,0.7812191834964924,-0.8365888412597936,0.9349920172858385,-0.9288994384566311,0.9626378056013937,-0.8909212903557194,0.860353313737302,-0.7278790557467729,0.6422098325856233,-0.46220247611909976,0.33821738931229683,-0.13044071319819497,-0.009803735995906029,0.22176572400183922,-0.3539762317197017,0.5459637499586502,2000-01-22
0.1808343653023925,-0.3149833048588957,0.49420240407386107,-0.6031477465489653,0.74818783005938,-0.8150433073544484,0.9113936435083032,-0.924476024200651,0.9636447778227037,-0.9179181170183027,0.8984820873855608,-0.7961802567715673,0.7239608098841125,-0.5743113524794787,0.46165479934928166,-0.2797382452912798,0.1439896239624276,0.051124724336077586,-0.18976579604727012,0.377377160111787,2000-01-23
0.16683642788736536,-0.302229451934755,0.4650497349374699,-0.5791200331955034,0.7129227877361265,-0.7910871533816362,0.883093398766775,-0.9147322057289387,0.9567767904335486,-0.9364062716896993,0.9258392073448133,-0.8537167964848881,0.7936957845474156,-0.6757916982187784,0.5749335579165539,-0.4222717561035229,0.29370123179511537,-0.12114250594878383,-0.018956545936923648,0.1943550245644257,2000-01-24
0.15254782712946957,-0.28963105931498534,0.43522606009384196,-0.5544609043366512,0.6756865274685006,-0.7646310593150073,0.8503912833202244,-0.8995686051391882,0.942239008906637,-0.9460649146587619,0.9422390089065975,-0.8995686051391101,0.8503912833201158,-0.7646310593148666,0.6756865274683314,-0.5544609043364521,0.4352260600936167,-0.28963105931474176,0.15254782712923823,0.00393508534147738,2000-01-25
0.13816948018663422,-0.2769949139377355,0.40495286821283194,-0.5290161919146362,0.6367565365587412,-0.7355844012406224,0.8136177089543329,-0.8789100264317332,0.9203052199888722,-0.9466499608845711,0.9476312128489351,-0.9329704869290099,0.8932423913778406,-0.839049671676824,0.7618226843605265,-0.6729759126730487,0.564689868721668,-0.44905137053047156,0.3188208901764152,-0.18656027646105186,2000-01-26
0.12390518962599939,-0.26412496234372884,0.37445485647613813,-0.502630171452079,0.5964170849836292,-0.7038629189358399,0.7731248363774041,-0.85271273295088,0.8913092091716911,-0.9380025513549769,0.9420957947036055,-0.953328002018342,0.9216710522829097,-0.8975383040981835,0.831568666158958,-0.7748226796279606,0.6785543818957418,-0.5943957868160332,0.474117969736987,-0.3698057957184837,2000-01-27
0.10995348666777463,-0.2508304647018822,0.3439517550124732,-0.4751536459596102,0.554950872730408,-0.6693964609558707,0.7292777139710946,-0.8209716226738999,0.8556355829701868,-0.9200567854830926,0.9258362604417008,-0.9602310509661496,0.9353306150516307,-0.938891053792244,0.8835033953863497,-0.8574196645163082,0.7737130993610382,-0.7210963770567651,0.6130743374582346,-0.5387551879058609,2000-01-28
0.09649969192951102,-0.23693393131858537,0.31365036856821027,-0.446451810408067,0.5126308857132296,-0.6321364815691883,0.6824455483085149,-0.7837269803117133,0.8137103710637719,-0.8928463915412223,0.8991716389755582,-0.9534647592208562,0.9341067487732453,-0.9622323027019056,0.9165851807275811,-0.9186645261357762,0.8475751794782785,-0.8251689917917011,0.7308902486811044,-0.6869122777824784,2000-01-29
0.08370851181509276,-0.22227852348737348,0.2837371535744229,-0.4164115787361586,0.4697127789080813,-0.592062972931513,0.6329934283152219,-0.741070495395656,0.7659917378231637,-0.8565100292065531,0.8625275104174598,-0.9330173027065609,0.9181148989036226,-0.9670371577510379,0.9301708553193576,-0.9569887516408856,0.8981351606203559,-0.9033390160963063,0.8234964570718302,-0.8085809597627939,2000-01-30
0.07171746703183424,-0.2067346221966181,0.2543716271105213,-0.3849480770281596,0.42642808370350777,-0.5491905376499674,0.5812748036742839,-0.6931502584085764,0.7129611144134302,-0.8112949479687762,0.8164263848497553,-0.8990843721670613,0.8876945026643962,-0.9531448326643763,0.9240266740573474,-0.9713988162812645,0.9240266740572965,-0.9531448326642752,0.8876945026642455,-0.8990843721668577,2000-01-31
0.06063141621288157,-0.1902053017191554,0.2256808707587326,-0.3520100400051665,0.38297850297735386,-0.5035733404906572,0.5276249849387993,-0.6401744816952613,0.6551150323673209,-0.7575587664761869,0.7614777301172482,-0.8520700425007405,0.8434002137261952,-0.9207645799250984,0.8983308547533888,-0.9615027593469083,0.9245587360031989,-0.9730157142394419,0.9212669412300365,-0.9549448521644929,2000-02-01
0.05051839361666188,-0.17263048911306048,0.19775534833835184,-0.31758389198107223,0.33953151342210897,-0.45530872207746775,0.47235588915544197,-0.5824137370027669,0.5929578985889853,-0.6957691894521525,0.6983679199953405,-0.7925838919811273,0.7859904088116967,-0.8704739453038618,0.8536678085610107,-0.9275214378052874,0.8997336770530531,-0.9623216708902373,0.9230537197216899,-0.9740177473248077,2000-02-02
0.04140692713439653,-0.15398964340367977,0.17064620376818568,-0.28169634617766304,0.2962174419169116,-0.4045393102538549,0.4157522023864672,-0.5202015552860453,0.5269959019145364,-0.6265015387613677,0.6278503375850484,-0.7214343027698181,0.716413261702854,-0.8032092901551562,0.7910142606946179,-0.8702841167848511,0.8502462613122034,-0.9213936629494098,0.8929920698902778,-0.9555739351889097,2000-02-03
0.0332849434724586,-0.13430284758116953,0.14436414594150038,-0.24441541565936756,0.25312812339563845,-0.3514535242199065,0.3580690714519056,-0.45393329474888416,0.45773218471303695,-0.5504340413649634,0.5507358248598566,-0.6396179659100245,0.6357906744223335,-0.7202487039602534,0.7117176106985862,-0.791208464652555,0.7774640520344402,-0.8515135267155047,0.8321185498535669,-0.9003278758820515,2000-02-04
0.026100303763586102,-0.11363027016059754,0.1188799638851682,-0.20584979276287171,0.21031718406070593,-0.29628443023932194,0.2995313738752522,-0.38406324759444777,0.3856633519114328,-0.46834088683233005,0.46788362013625484,-0.5483057082162812,0.5454003524205184,-0.6231876068031429,0.6174670202573816,-0.6922654289749034,0.6833895822399451,-0.7548739175422811,0.74253316805934,-0.8104101185350902,2000-02-05
0.0197629475433089,-0.09207001836931411,0.09412665015717596,-0.1661466192161168,0.16780192848759085,-0.23930697309104232,0.24033454994411674,-0.31110002208416493,0.3112773267959524,-0.3810831381748364,0.38019287323291295,-0.4488248521805911,0.4466563019944944,-0.5139075139081902,0.5102578439410244,-0.5759298671059127,0.5706053744167662,-0.6345095233417565,0.6273268308287344,-0.6892853195553149,2000-02-06
0.014148558616014176,-0.06975446943823672,0.07000304602483759,-0.12548773355459003,0.12556674476311366,-0.18083367190731742,0.18064691660447307,-0.23560030163282594,0.235052500570761,-0.28959764936148225,0.2885947756805518,-0.3426384101933995,0.3410880155805444,-0.3945385974178008,0.39235013278945624,-0.445118180722407,0.4422033103192683,-0.494201710678941,0.49047461848325835,-0.541618927338493,2000-02-07
0.00910360540228553,-0.04684522740648399,0.04637886103335646,-0.08408454337685962,0.08356788087785076,-0.12120893002039045,0.12061332216266865,-0.15816114422370126,0.15745806350247937,-0.19488420835084694,0.19404529297667028,-0.23132149809866426,0.23031859572931387,-0.2674168298074028,0.2662220409566935,-0.3031145470918222,0.30170026814857653,-0.3383596066592788,0.3366985724501976,-0.37309766318253235,2000-02-08
